acousticness,artists,danceability,duration_ms,duration_minutes,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.98,['Mauro Cangemi'],0.428,1.34E+05,2.237,1.12E-01,0,3AogJjKJYSIEiXx8Xfq9Z9,8.97E-01,0,0.112,-21.152,1,Continuo,69,4/6/2020,0.047,99.653,2.15E-01,2020
0.994,['Night Poets'],0.324,2.38E+05,3.964,2.49E-03,0,7zoNjIq4DZadcFOxwKvrlC,9.46E-01,0,0.11,-34.247,1,Parts Unknown,68,1/13/2020,0.035,67.725,3.62E-02,2020
0.979,['Keira Barton'],0.134,1.89E+05,3.154,4.13E-02,0,7DEcoyUFy04Zhe89uthswA,8.15E-01,9,0.088,-28.929,1,Buoyant,65,1/24/2020,0.061,144.693,4.44E-02,2020
0.99,['Blonde Redhead'],0.631,1.82E+05,3.038,2.00E-01,0,4sZI1I2z5UODePKXgzyFho,3.62E-02,5,0.154,-13.379,0,For the Damaged,47,6/6/2000,0.047,140.136,1.92E-01,2000
0.982,['David Bauer'],0.593,2.08E+05,3.47,5.25E-02,0,0ciAqRdIpOfhRfuCPzbyq0,9.33E-01,0,0.115,-25.555,1,It Is Well With My Soul,44,2000,0.046,119.947,1.11E-01,2000
0.992,"['Johann Sebastian Bach', 'Murray Perahia']",0.428,1.11E+05,1.846,3.23E-01,0,78sZ6qdT6HFK2NZPSoClLa,9.17E-01,7,0.156,-20.248,1,"Goldberg Variations, BWV 988: Var. 1",46,9/1/2000,0.038,106.06,9.65E-01,2000
0.952,['Malvina Reynolds'],0.588,1.31E+05,2.191,2.69E-01,0,0dRvjBVCStIlBxOqbhAQ3q,4.19E-02,5,0.093,-9.341,1,Little Boxes,42,5/23/2000,0.048,122.15,5.12E-01,2000
0.966,"['Johann Sebastian Bach', 'Kolja Blacher', 'Kolner Kammerorchester', 'Helmut Muller-Bruhl']",0.479,4.43E+05,7.381,3.12E-01,0,5TBekkTQcKzto3sLrUUbKy,1.40E-02,2,0.083,-17.053,0,"Violin Concerto in D Minor, BWV 1052: I. Allegro",46,4/20/2000,0.05,105.991,6.16E-01,2000
0.991,['David Bauer'],0.232,9.61E+04,1.601,8.03E-03,0,6KHx0lfm8n3J0ohcEg3SEZ,9.63E-01,8,0.108,-31.084,1,"I Love You, Lord",42,2000,0.046,69.56,1.68E-01,2000
0.982,['Monks Of The Abbey Of Notre Dame'],0.188,2.02E+05,3.367,9.14E-02,0,4FUeIDdjVRxnYBDKmyqiQG,8.55E-01,6,0.111,-23.113,1,Introit Benedicta Sit,44,2001,0.048,83.085,3.62E-02,2001
0.963,['Masashi Hamauzu'],0.634,2.84E+05,4.737,3.63E-01,0,6Q4nNB7exf30TTt2SdhPAb,8.22E-01,7,0.103,-12.753,1,Besaid,43,8/1/2001,0.03,108.988,3.41E-01,2001
0.977,['Aphex Twin'],0.338,2.05E+05,3.42,9.82E-04,0,6Wei2NUSG66WzLiqSuQAy5,2.39E-01,8,0.097,-28.82,1,Nanou2,44,10/22/2001,0.046,93.066,7.76E-02,2001
0.964,"['Wolfgang Amadeus Mozart', 'Sandrine Piau', 'Freiburger Barockorchester']",0.394,3.08E+05,5.137,8.83E-02,0,6ce2irPKNzScUnTO6NU6GV,1.37E-03,5,0.081,-20.867,1,"Die Entführung Aus Dem Serail - Arie : Ach, iche liebte, war so...",48,2/1/2002,0.054,121.678,9.14E-02,2002
0.965,"['Tony Bennett', 'k.d. lang']",0.47,2.04E+05,3.398,1.09E-01,0,4xsJ6KEsIjsHKWJA7D8GAI,2.02E-04,1,0.122,-18.386,1,A Kiss to Build a Dream On,45,11/2/2002,0.038,86.839,2.20E-01,2002
0.97,"['Howard Shore', 'Renée Fleming']",0.069,2.10E+05,3.506,6.63E-02,0,1eWsXHpKj3BhE9Uw9Q5XKI,9.48E-01,4,0.102,-21.996,0,Twilight and Shadow (feat. Renee Fleming),47,11/24/2003,0.044,74.251,3.83E-02,2003
0.955,"['Howard Shore', 'James Galway']",0.063,3.59E+05,5.99,4.27E-02,0,0gt7ei2Fube4V9jnJ5VCKM,9.76E-01,2,0.117,-27.648,1,The Grey Havens (feat. Sir James Galway),46,11/24/2003,0.044,57.72,3.45E-02,2003
0.962,['Howard Shore'],0.094,4.55E+05,7.575,2.52E-02,0,6caCfb9Hg5NlUfXg9nRSnm,9.54E-01,9,0.127,-29.202,1,The Journey to the Grey Havens (feat. Sir James Galway),46,11/24/2003,0.043,70.318,3.50E-02,2003
0.955,['Fra Lippo Lippi'],0.453,2.81E+05,4.687,1.83E-01,0,4Cn3jeDKxrpxJwRjbc5GFB,3.13E-04,10,0.149,-14.54,1,Beauty and Madness - 1993,56,2003,0.032,100.174,4.40E-01,2003
0.98,['Fred Mollin'],0.456,2.70E+05,4.503,6.46E-02,0,2Kij021y6biW8YWwTM82Xo,8.43E-01,1,0.11,-19.354,1,You'll Be In My Heart - Instrumental,43,9/14/2004,0.03,83.929,5.10E-02,2004
0.98,"['Ennio Morricone', 'Yo-Yo Ma', 'Roma Sinfonietta']",0.105,1.45E+05,2.419,2.08E-01,0,7ufjlAqHC2ED4y8574RM6v,8.38E-01,7,0.374,-15.295,1,The Mission: The Falls,45,2004,0.038,157.851,4.66E-02,2004
0.977,['Fred Mollin'],0.482,1.84E+05,3.07,1.08E-01,0,1bFx9DWBFy1U7o7Dd6IQcU,8.35E-01,3,0.152,-17.732,1,Puff The Magic Dragon - Instrumental,45,1/1/2005,0.031,81.046,1.18E-01,2005
0.989,['Fred Mollin'],0.304,2.11E+05,3.516,7.45E-02,0,7lE2IEY8KXtqQRGs3TZhX0,8.55E-01,5,0.116,-19.243,1,London Bridge/Tura-Lura-Lural (That's An Irish Lullaby) - Instrumental,45,1/1/2005,0.032,97.623,8.22E-02,2005
0.976,['Celtic Woman'],0.25,2.05E+05,3.408,1.55E-01,0,75sSAymXP6tGOeRvImwzOf,1.17E-05,2,0.077,-16.983,1,Danny Boy,46,1/1/2005,0.039,100.842,9.35E-02,2005
0.961,['Jim Brickman'],0.385,1.94E+05,3.233,2.19E-01,0,121jHMUmLlQ24bViLY1btQ,7.99E-01,8,0.112,-16.444,1,Reflection - Instrumental,45,1/1/2005,0.042,119.748,2.34E-01,2005
0.995,['Peter Phippen'],0.21,2.59E+05,4.312,1.54E-02,0,2r8tPRK0TolVaNKBECT6t6,8.47E-01,10,0.105,-27.946,1,Night Falls,44,1/1/2006,0.048,139.598,3.77E-02,2006
0.989,['Stan Whitmire'],0.428,2.72E+05,4.524,9.98E-02,0,7bMnF1m5ZcwPKMbLm9ArZD,9.23E-01,10,0.109,-18.18,1,You Raise Me Up,48,1/1/2006,0.046,58.942,1.46E-01,2006
0.96,['Jeremy Soule'],0.084,1.85E+05,3.087,7.50E-02,0,1bXoENBZuBkZniaPhRVgNp,8.30E-01,4,0.101,-22.065,0,Auriel's Ascension,46,3/20/2006,0.04,74.743,3.92E-02,2006
0.955,['Madeleine Peyroux'],0.621,2.38E+05,3.964,1.99E-01,0,20Wrb8zv1LCJYGeJDQetLK,2.62E-01,11,0.101,-15.576,1,Smile,42,9/12/2006,0.034,87.086,1.57E-01,2006
0.951,['Nobuo Uematsu'],0.087,3.48E+05,5.8,1.29E-01,0,2s4wu9Z76eEczUOfAQXMEz,7.68E-01,7,0.076,-13.77,1,Aerith's Theme (Final Fantasy VII),47,12/4/2007,0.037,78.835,3.85E-02,2007
0.985,"['Dean Evenson', 'Scott Huckabay']",0.216,4.75E+05,7.921,9.43E-02,0,42b8m7QbauXo7QQX62Pvsz,5.98E-01,4,0.129,-19.979,0,Chakra Balancing - Merging All,50,6/10/2008,0.037,66.329,6.13E-02,2008
0.962,"['Sara Bareilles', 'Ingrid Michaelson']",0.354,2.67E+05,4.444,1.40E-01,0,1KDkSCXJIR4CJaVUK9qP7O,2.90E-05,1,0.176,-14.136,1,Winter Song,48,10/14/2008,0.046,81.108,1.94E-01,2008
0.996,['Alexis Ffrench'],0.431,1.15E+05,1.92,7.75E-02,0,5YfZknxIgQayJKaMn5Z11G,9.33E-01,4,0.081,-23.964,1,Last Song,51,11/21/2009,0.071,64.86,2.90E-01,2009
0.982,"['Jónsi', 'Alex Somers']",0.183,3.03E+05,5.055,2.45E-01,0,3oww3hQ0kv9b2QjEkvyer0,9.74E-01,7,0.417,-17.934,1,Boy 1904,42,7/20/2009,0.039,123.139,3.76E-02,2009
0.993,['Thad Fiscella'],0.378,3.04E+05,5.058,1.54E-01,0,0ovWl3roso9gtJZTYsSKdH,9.28E-01,9,0.098,-18.785,1,Wedding Song,50,8/31/2010,0.05,120.776,2.51E-01,2010
0.976,"['Dario Marianelli', 'Jack Liebeck', 'Benjamin Wallfisch']",0.095,2.34E+05,3.899,5.70E-02,0,7Ly4vpc0e0JaqKIbCHtSHX,4.03E-01,5,0.091,-24.673,1,My Edward and I (feat. Jack Liebeck),52,3/8/2011,0.048,67.598,3.75E-02,2011
0.98,['Uther Moads'],0.517,2.41E+05,4.013,3.16E-02,0,1bL3lI3ykZjw9Zul1Ir51y,9.10E-01,1,0.112,-21.51,0,Future Waves,48,2011,0.035,110.02,1.55E-01,2011
0.992,"['Frédéric Chopin', 'Vladimir Feltsman']",0.309,2.32E+05,3.871,4.72E-02,0,6qUjY7JsuQYxn99qfOAQyB,8.66E-01,3,0.098,-25.497,1,"Nocturne in E-Flat Major, Op. 9, No.2",54,2/1/2011,0.041,72.915,6.93E-02,2011
0.996,['Jon E. Amber'],0.4,1.21E+05,2.015,6.12E-02,0,0wmmFkwOtzaanH4T5vMMLz,9.09E-01,7,0.107,-17.481,1,"Softly, Gently",55,12/2/2011,0.05,75.983,1.44E-01,2011
0.969,['Jump Start Your Heart'],0.575,4.73E+04,0.789,1.82E-01,0,4QbKevGgXsbtO5uPD5ws9E,9.86E-01,7,0.375,-23.637,1,Intro In Bm,45,2/21/2012,0.068,100.037,2.63E-01,2012
0.964,['The Staves'],0.558,2.46E+05,4.107,1.17E-01,0,6x7oPOBrfsqx9WbON5X1go,6.86E-04,5,0.085,-16.958,1,Mexico,46,11/12/2012,0.035,131.847,1.74E-01,2012
0.958,['Gregory Alan Isakov'],0.378,1.68E+05,2.792,2.50E-01,0,76PS07wzG7zYMy8rHPjL2t,1.18E-03,5,0.124,-11.51,1,Time Will Tell,48,7/9/2013,0.029,168.071,4.15E-01,2013
0.991,"['Gioachino Rossini', 'Ferdinand Wrede', '12 Pianists']",0.414,1.38E+05,2.296,1.87E-02,0,3Wwba621okL6wwGn6KMzre,8.92E-01,7,0.051,-39.385,1,Guillaume Tell (William Tell): Overture (arr. F. Wrede for 2 pianos 8 hands): Andante -,52,2/26/2013,0.056,74.477,1.95E-01,2013
0.972,['Sara Bareilles'],0.415,2.79E+05,4.642,1.68E-01,0,0aSgzAUObtmSSwh1yO6shv,5.85E-04,9,0.113,-12.223,1,Manhattan,51,7/16/2013,0.04,90.321,2.35E-01,2013
0.953,['Dave Thomas Junior'],0.365,3.31E+05,5.508,1.58E-01,0,4tpeXx5XfqGdjITefUN3Rr,3.92E-02,3,0.096,-14.019,0,I Can't Make You Love Me,57,10/6/2013,0.035,123.531,7.40E-02,2013
0.986,['The Piano Guys'],0.318,2.71E+05,4.514,4.45E-01,0,71I9xjigtEcEYcbZgtvG1J,8.28E-01,3,0.089,-9.597,1,Story of My Life,54,10/3/2014,0.035,123.855,9.62E-02,2014
0.991,['Baby Lullaby Academy'],0.243,1.08E+05,1.801,3.84E-03,0,1YiknHCa9pXZVKWUYeNgbx,9.69E-01,0,0.085,-41.378,1,Baby Lullaby Music,60,11/24/2015,0.04,114.566,1.96E-01,2015
0.994,['Beautiful Chorus'],0.106,3.80E+05,6.329,5.41E-03,0,0pV7ZNlSXRtleKtlKgnUlF,9.52E-01,11,0.129,-34.765,1,Faith's Hymn,57,6/14/2015,0.041,92.154,7.99E-02,2015
0.986,['Sigimund'],0.331,1.30E+05,2.167,5.42E-02,0,5frrMKfRVby9maqYjlBpDB,9.40E-01,7,0.113,-23.525,0,Emptiness,60,7/31/2016,0.05,71.943,7.61E-02,2016
0.983,['Rebour'],0.401,1.08E+05,1.791,2.68E-02,0,5smg7I3dlFezDBYjLY2f0S,8.79E-01,0,0.121,-23.912,1,Mrs. Smith,61,7/31/2016,0.045,121.47,7.25E-02,2016
0.991,['Oneke'],0.222,1.21E+05,2.017,5.84E-02,0,4RuYDrJ4a2ybcEVkSy1xFB,9.46E-01,2,0.1,-22.44,0,Rays of Hope,60,7/31/2016,0.032,143.786,4.71E-02,2016
0.994,"['Maurice Ravel', 'Bertrand Chamayou']",0.491,3.47E+05,5.776,1.76E-02,0,3MRQn2RYo2VLYMoStnLRxu,9.27E-01,4,0.099,-26.911,0,"Ravel: Pavane pour une infante défunte, M. 19",60,1/15/2016,0.064,125.793,9.01E-02,2016
0.996,['Binaural Beats Sleep'],0.398,1.18E+05,1.973,9.56E-03,0,3md9ih5DcuqhYO6FVs6KDs,9.88E-01,2,0.111,-36.329,1,Binaural Beats (REM Sleep),56,11/29/2016,0.055,69.067,3.57E-01,2016
0.984,['Toby Fox'],0.696,5.03E+04,0.838,3.00E-01,0,4aMrd3aAnuVgGbwdmAQWY4,6.24E-01,8,0.17,-12.647,1,Shop,59,6/3/2016,0.032,154.918,8.49E-01,2016
0.97,['Rex Orange County'],0.281,2.60E+05,4.329,8.42E-02,1,7fxHpjrR6YwyFcp19P6tv6,7.09E-06,4,0.078,-17.476,1,Belly (The Grass Stains),57,11/7/2016,0.047,202.416,8.80E-02,2016
0.976,['Esthie'],0.71,1.20E+05,2.006,1.87E-01,0,4yWCiMOk150jbE3NPuhXHu,4.32E-06,2,0.094,-15.505,1,Cotton Candy Skies,60,9/25/2017,0.036,85.029,5.86E-01,2017
0.991,['Aaron Lansing'],0.397,1.58E+05,2.634,3.15E-02,0,1JoAjYaI3zvhXVx41HH7Fc,9.26E-01,7,0.092,-22.308,0,Naive Spin,64,10/20/2017,0.039,72.833,1.80E-01,2017
0.996,['Piano Pianissimo'],0.505,2.35E+05,3.913,4.09E-02,0,7hQYakDtSt1uj9W6NAOQxI,9.48E-01,7,0.104,-20.356,1,When You Love Someone,63,4/26/2017,0.047,172.341,3.10E-01,2017
0.994,['Mae Ji-Yoon'],0.671,1.74E+05,2.895,2.00E-01,0,1COWV6U3LKqCBpiHPthbiB,9.39E-01,8,0.114,-23.978,1,Vibrations,65,9/10/2017,0.036,107.517,5.30E-01,2017
0.969,['Bruno Major'],0.388,1.69E+05,2.824,8.59E-02,0,30QNjcM3Q1GnLFIIJjWQL1,7.35E-05,7,0.108,-16.061,0,Places We Won't Walk,64,8/31/2017,0.047,88.253,1.90E-01,2017
0.991,['The Harpeurs'],0.565,9.41E+04,1.568,3.57E-02,0,1w8KJUP2hZ57CbJq7Z1cBD,9.46E-01,5,0.113,-18.991,1,Brahms Lullaby,63,6/1/2017,0.072,66.007,5.16E-01,2017
0.996,['Bernard Dubicki'],0.688,2.09E+05,3.489,1.95E-02,0,3J7iUsiftcjZxPfewt4jM6,9.57E-01,4,0.095,-20.35,1,White Winter Hymnal - Piano,63,4/23/2017,0.057,132.225,2.93E-01,2017
0.973,['Rand Aldo'],0.273,1.17E+05,1.942,6.50E-03,0,7IeAd6rhMU9zMG0wccZbwb,9.46E-01,4,0.112,-27.214,1,Between Moments,66,12/7/2018,0.037,63.427,2.34E-01,2018
0.992,['Silje Månsson'],0.313,1.16E+05,1.933,1.02E-02,0,3a14Ywse8vF62KNc7zI4wW,9.07E-01,1,0.103,-23.15,1,Sparkle,68,4/4/2019,0.033,82.781,9.65E-02,2019
0.995,['Tosh Møller'],0.488,1.58E+05,2.625,9.59E-02,0,3eMTcFDfBkdUxzRDAb8Krs,9.58E-01,1,0.086,-25.806,1,Alene uden dig,68,11/22/2019,0.064,145.957,3.02E-01,2019
0.965,['Lana Del Rey'],0.374,2.29E+05,3.822,6.94E-02,0,5tyMJlMqaggzvuX7TtlrTe,3.68E-04,9,0.081,-16.529,1,Love song,69,8/30/2019,0.039,134.238,2.41E-01,2019
0.996,['Ever So Blue'],0.622,1.36E+05,2.267,2.51E-02,0,6sSFbKl9oQ7ToYxBeTQZvw,9.45E-01,2,0.09,-24.907,1,At Dawn,68,7/26/2019,0.056,116.364,3.63E-01,2019
0.99,['Artura Ponce Valles'],0.203,1.87E+05,3.121,5.88E-03,0,3CkHOquzU3g6ekoYiuo5Fo,8.29E-01,5,0.118,-34.66,1,No me despiertes,67,6/22/2019,0.039,69.468,4.18E-02,2019
0.994,['Keira Conlon'],0.232,1.54E+05,2.558,4.49E-03,0,72mDETn3Ba8yVewAcqnlqQ,8.52E-01,1,0.07,-34.69,0,Lyrebird,68,6/14/2019,0.037,73.356,9.88E-02,2019
0.965,['Naturally Recurring'],0.173,2.50E+05,4.164,1.85E-02,0,4BOCx4hnSq0xWO3lcEbibQ,9.05E-01,2,0.1,-36.582,0,Sunrise Glory,66,10/29/2019,0.04,138.268,6.42E-02,2019
0.989,['Luna Meguise'],0.356,1.57E+05,2.62,4.02E-02,0,1KDGb7d3PHIOI6bLWgLFfV,9.20E-01,0,0.118,-25.461,1,Heading West,67,5/13/2019,0.043,69.595,2.99E-01,2019
0.991,['Ever So Blue'],0.374,1.85E+05,3.09,9.89E-02,0,7uvey8m0ZfknE25sBVWoGY,8.05E-01,9,0.08,-28.377,1,Cessura,67,7/26/2019,0.033,152.84,3.42E-01,2019
0.974,['Najma Wallin'],0.175,1.34E+05,2.225,7.59E-03,0,6RuFOroO9VO0aMGEzirLHk,9.25E-01,7,0.113,-35.072,1,Med slutna ögon,68,2/21/2020,0.045,70.872,8.38E-02,2020
0.983,['Patricia Sevin'],0.195,1.19E+05,1.979,1.11E-01,0,4ynA4JLwQIRfIhPuOLVoHZ,9.52E-01,6,0.11,-25.778,1,Choices,69,5/1/2020,0.05,177.125,2.86E-01,2020
0.996,['Miles Patrick'],0.627,9.22E+04,1.537,1.10E-01,0,7vR65Iy5mH6cD3vWJBnzzA,9.53E-01,8,0.123,-19.809,1,Brahms Lullaby,69,2/7/2020,0.057,74.434,6.95E-01,2020
0.991,['Desolate Horizons'],0.153,1.60E+05,2.667,2.14E-01,0,7qrFwjD4GmpDli3OmAAkCY,9.44E-01,4,0.133,-28.989,0,More Than Anything,64,1/10/2020,0.042,68.834,3.28E-02,2020
0.996,['Adelmar Borrego'],0.443,1.01E+05,1.676,2.48E-02,0,147gCksvDRmjG1pO51ZCcf,9.67E-01,11,0.12,-25.351,1,"Twinkle, Twinkle, Little Star",69,1/31/2020,0.062,68.123,5.20E-01,2020
0.951,['Nancy Wilson'],0.441,1.74E+05,2.891,6.13E-02,0,2IcRKEB63dQD9YnWso8Ogu,4.05E-03,5,0.079,-17.268,1,Tonight May Have To Last Me All My Life - Remastered,40,1/1/2000,0.044,117.357,7.77E-02,2000
0.99,"['Frédéric Chopin', 'Idil Biret']",0.304,4.12E+04,0.686,8.99E-02,0,6UlYfU3dCqFXKCOIcfTrb9,9.14E-01,0,0.103,-24.446,1,"24 Preludes, Op. 28: No. 1 in C Major",45,1/21/2000,0.038,76.797,2.84E-01,2000
0.99,"['George Givot', 'Bill Thompson', 'Disney Studio Chorus']",0.195,1.62E+05,2.701,2.86E-01,0,4vePE79zJShD1QIedYcEgn,3.58E-01,5,0.281,-13.24,1,Bella Notte - Soundtrack,39,1/1/2000,0.036,169.624,2.81E-01,2000
0.96,"[""Da Vinci's Notebook""]",0.594,2.24E+05,3.728,2.80E-01,0,7rTnBNV9MXeDf7OgGVERi2,0.00E+00,9,0.143,-12.082,1,Kingdom In the Sky,38,2000,0.099,116.056,4.91E-01,2000
0.985,"['Frédéric Chopin', 'Idil Biret']",0.316,8.85E+04,1.474,3.49E-02,0,6rjemuZ8zBQIz36tbqrPd7,8.14E-01,4,0.133,-20.164,1,"24 Preludes, Op. 28: No. 9 in E Major",45,1/21/2000,0.062,78.458,3.62E-02,2000
0.979,['Roy Rogers'],0.65,1.72E+05,2.867,2.02E-01,0,3FUL2VqnKPvpuRLvUQozn1,8.58E-04,4,0.071,-12.128,1,Don't Fence Me In,39,1/1/2000,0.045,138.223,8.44E-01,2000
0.981,"['George Frideric Handel', 'Cecilia Bartoli', 'Academy of Ancient Music', 'Christopher Hogwood']",0.198,2.85E+05,4.756,6.64E-02,0,6xZGds6ClLaEPeyep1C8si,4.76E-03,4,0.129,-24.115,1,"Rinaldo, HWV 7a / Act 2: ""Lascia ch'io pianga""",48,10/16/2000,0.07,175.541,3.98E-02,2000
0.96,['Howard Shore'],0.157,1.63E+05,2.712,1.24E-01,0,7i0nvZRGgVqymOsRbJvQmi,7.68E-01,3,0.088,-18.094,0,The Great River,46,11/19/2001,0.041,77.278,3.43E-02,2001
0.958,['John Debney'],0.202,2.04E+05,3.399,9.29E-02,0,7qWIRNY83R89ZXJxjMqgIR,9.19E-01,5,0.121,-20.185,1,The Princess Diaries Medley - Score,41,1/1/2001,0.043,72.91,1.85E-01,2001
0.991,['Yann Tiersen'],0.565,2.68E+05,4.462,5.59E-02,0,6FRQ4HYndOhM4OlVt0Ou3L,5.36E-01,10,0.081,-16.409,0,Le Moulin,37,4/23/2001,0.053,142.232,2.15E-01,2001
0.953,['Rodrigo y Gabriela'],0.491,2.55E+05,4.249,2.99E-01,0,23jaacZ4V3mdoMJYWrDI3n,8.24E-01,9,0.122,-9.819,1,30 De Marzo,44,9/27/2002,0.043,108.336,1.02E-01,2002
0.952,['John Williams'],0.581,1.26E+05,2.1,2.49E-02,0,4Fproek7uXgqMyUgCFJcWt,9.49E-01,2,0.166,-24.104,1,Gilderoy Lockhart,44,11/11/2002,0.038,93.356,2.45E-01,2002
0.97,"[""Martin O'Donnell"", 'Michael Salvatori']",0.111,2.14E+05,3.56,1.98E-01,0,1fLPmjAfhHjHcO6t98HN9W,9.57E-01,4,0.222,-16.448,0,Opening Suite,43,6/11/2002,0.032,91.437,2.62E-02,2002
0.966,['John Williams'],0.12,1.99E+05,3.319,4.56E-02,0,5yh0phgrkE0qQeWJs3x3hf,9.21E-01,6,0.113,-24.199,0,Fawkes Is Reborn,44,11/11/2002,0.038,89.648,3.93E-02,2002
0.965,['Johnny Cash'],0.668,1.53E+05,2.545,5.34E-01,0,3NGzaY9pJjoMvP4gnnajGF,3.79E-02,5,0.109,-7.484,1,Devil's Right Hand,41,1/1/2003,0.049,150.866,9.60E-01,2003
0.989,"['John Foxx', 'Harold Budd']",0.109,3.60E+05,5.995,4.59E-03,0,4Piypso6HAayTb3FwJIIaW,8.90E-01,9,0.08,-32.667,0,Subtext,46,8/25/2003,0.034,70.122,4.41E-02,2003
0.99,['Philip Glass'],0.395,4.72E+05,7.864,9.97E-02,0,1NYElq76ajtGZWEOubEK8b,8.92E-01,5,0.088,-23.579,1,Orphée Suite - 6. Orphee's Return,44,2003-01,0.043,127.275,3.12E-02,2003
0.983,"['Mormon Tabernacle Choir', 'Orchestra at Temple Square', 'Craig Jessop']",0.164,3.31E+05,5.523,2.06E-01,0,6BOgMI1pVONpiu2xkpMW2i,8.40E-01,10,0.172,-21.148,1,Consider the Lilies,40,5/6/2003,0.042,129.878,5.37E-02,2003
0.957,['Alicia Keys'],0.535,2.32E+05,3.861,2.74E-01,0,3VdLjuOdBfFHQ2TTCY7zKw,1.82E-05,7,0.155,-9.405,1,If I Ain't Got You - Piano & Vocal Version,55,2/17/2004,0.043,118.363,4.64E-01,2004
0.986,['Ludovico Einaudi'],0.385,2.34E+05,3.891,9.44E-02,0,1NNrdT3dU1hHmyVSLdV7JO,8.69E-01,8,0.099,-28.817,1,Dietro casa,43,2004,0.058,103.808,2.89E-02,2004
0.951,"['Ennio Morricone', 'Yo-Yo Ma', 'Roma Sinfonietta']",0.089,2.12E+05,3.532,1.86E-01,0,4AmXnLqtS15Mq2cjrnru96,9.21E-01,4,0.096,-17.286,1,"Sergio Leone Suite: Deborah's Theme from ""Once Upon a Time in America""",44,2004,0.039,85.2,3.61E-02,2004
0.996,['Joe Hisaishi'],0.411,7.18E+04,1.197,3.44E-02,0,3Lsdp3mbD27MjxvTeFm0v3,9.24E-01,7,0.118,-27.855,0,You're in Love,46,11/19/2004,0.089,83.027,1.84E-01,2004
0.991,"['Wolfgang Amadeus Mozart', 'Marina Mescheriakova', 'Judith Halász', 'Michelle Breedt', 'Orsolya Safar', 'Gabriele Sima', 'Alexander Klinger', 'Michael Roider', 'Bo Skovhus', 'Peter Koves', 'Janusz Monarcha', 'Renato Girolami', 'Nicolaus Esterhazy Sinfonia', 'Michael Halasz']",0.322,1.66E+05,2.762,8.09E-02,0,0TTNwVdKcuH9ATbqugYEAq,2.43E-03,10,0.175,-20.253,1,"Le nozze di Figaro, K. 492, Act II No. 12: Arietta - Voi, che sapete",48,5/8/2004,0.052,117.537,9.47E-02,2004
0.992,"['Johann Sebastian Bach', 'Alexandre Tharaud']",0.354,2.53E+05,4.224,3.22E-02,0,4a8dR8XKOBOMxUSr8UT58W,9.55E-01,2,0.104,-27.492,0,"Concerto en ré mineur, BWV 974: II. Adagio",50,2005,0.043,67.872,6.38E-02,2005
0.99,['Jim Brickman'],0.453,2.60E+05,4.327,1.64E-01,0,77jdFbKeyVqhNn8BmgRzdV,8.84E-01,0,0.087,-15.722,1,Mary Poppins Medley,43,1/1/2005,0.045,129.941,2.28E-01,2005
0.991,['Fred Mollin'],0.315,1.84E+05,3.07,4.87E-02,0,3qrMlhV4Re0GOv5PU7JfXD,9.51E-01,6,0.113,-21.113,1,Golden Slumbers/Over the Rainbow - Instrumental,44,1/1/2005,0.033,100.136,1.05E-01,2005
0.986,['Fred Mollin'],0.184,2.47E+05,4.121,9.24E-02,0,3rB2bdrGTsyRuqapUeOMz1,9.16E-01,10,0.102,-16.866,1,Can You Feel the Love Tonight - Instrumental,44,1/1/2005,0.036,166.082,2.02E-01,2005
0.976,['Sibylle Baier'],0.576,1.47E+05,2.444,9.41E-02,0,2JIVtls9Jf9nAosUbFzbyw,2.75E-04,5,0.109,-14.713,0,Tonight,49,1/1/2006,0.046,120.017,1.51E-01,2006
0.968,['Sibylle Baier'],0.632,2.08E+05,3.468,1.40E-01,0,2ucFCqazVVhPKHDoaR73t8,2.22E-03,8,0.112,-14.665,1,I Lost Something in the Hills,49,1/1/2006,0.035,117.496,1.46E-01,2006
0.961,['Fernando Ortega'],0.229,3.37E+05,5.619,1.58E-01,0,1I1ShJC4B0kwSa1XVKy3zc,3.23E-04,7,0.09,-12.428,0,Sing To Jesus,44,10/24/2006,0.033,96.022,1.22E-01,2006
0.956,['Jeremy Soule'],0.067,2.82E+05,4.692,2.67E-02,0,4Qf4sunHJJz4581avJ07kX,9.47E-01,3,0.11,-25.469,0,Minstrel's Lament,45,3/20/2006,0.039,71.49,3.44E-02,2006
0.963,"['Katherine Jenkins', 'Kiri Te Kanawa', 'Philharmonia Orchestra', 'Anthony Inglis']",0.32,2.31E+05,3.849,2.91E-01,0,11Er3qlX9yXQjhvHkmvcBD,4.57E-04,11,0.102,-12.972,1,"The Flower Duet (From ""Lakmé"")",53,1/1/2006,0.039,102.281,7.83E-02,2006
0.96,['Slow Dancing Society'],0.556,3.75E+05,6.241,6.12E-02,0,0itMKInovica9ugQZRTx5p,9.03E-01,6,0.069,-24.556,1,A Song That Will Help You Remember to Forget,46,2006,0.044,150.09,1.84E-01,2006
0.992,['Kelvin Mockingbird'],0.28,5.84E+05,9.732,2.25E-02,0,4YPnMiG3qbVhQv4gqHhpJ3,5.09E-01,4,0.093,-26.537,0,Awakening Of The Beauty Within,42,1/1/2006,0.043,68.081,9.19E-02,2006
