Working_Year,Designation,Experience,Employment_Status,Salary_In_Rupees,Employee_Location,Company_Location,Company_Size,Remote_Working_Ratio,Salary_USD,Job_Category,date_of_response
2022,Data Analyst,MI,FT,4.17E+06,GB,GB,M,100,49986.516,Data Analytics,3/21/2022
2022,Data Scientist,SE,FT,1.43E+07,US,US,M,100,171870.12,Data Science,5/14/2022
2022,Data Scientist,MI,FT,3.65E+06,GB,GB,M,0,43738.08,Data Science,10/28/2022
2022,Data Engineer,MI,FT,5.25E+06,GR,GR,M,100,62970.348,Data Engineering,10/23/2022
2022,Data Engineer,MI,FT,3.94E+06,GR,GR,M,100,47227.044,Data Engineering,5/8/2022
2022,Data Engineer,MI,FT,4.69E+06,GB,GB,M,100,56233.992,Data Engineering,3/10/2022
2022,Data Science Engineer,SE,FT,4.77E+06,AR,MX,L,100,57290.04,Other,9/9/2022
2022,Machine Learning Scientist,MI,FT,1.27E+07,US,US,L,100,152773.44,Machine Learning,2/27/2022
2022,Data Science Manager,MI,FT,1.92E+07,US,US,M,100,230115,Managerial,9/7/2022
2022,Data Science Manager,MI,FT,1.27E+07,US,US,M,100,151818.612,Managerial,4/2/2022
2022,Data Scientist,SE,FT,6.37E+06,US,US,M,0,76386.72,Data Science,11/6/2022
2022,Data Engineer,SE,FT,8.02E+06,US,US,L,100,96247.272,Data Engineering,5/1/2022
2022,Data Engineer,MI,FT,3.94E+06,ES,ES,M,100,47227.044,Data Engineering,7/13/2022
2022,Data Scientist,SE,FT,1.12E+07,US,US,L,0,134058.696,Data Science,2/28/2022
2022,Data Analyst,MI,FT,3.12E+06,GB,GB,M,100,37489.644,Data Analytics,8/8/2022
2022,Data Analyst,MI,FT,2.62E+06,ES,ES,M,100,31484.7,Data Analytics,8/9/2022
2022,Data Engineer,MI,FT,6.12E+06,ES,ES,M,100,73464.924,Data Engineering,9/24/2022
2022,Data Engineer,MI,FT,8.33E+06,GB,GB,M,100,99973.032,Data Engineering,1/15/2022
2022,Data Engineer,MI,FT,5.25E+06,ES,ES,M,100,62970.348,Data Engineering,1/13/2022
2022,Machine Learning Engineer,SE,FT,1.51E+07,US,US,M,0,181084.272,Machine Learning,2/24/2022
2022,Machine Learning Engineer,SE,FT,1.31E+07,US,US,M,0,157543.788,Machine Learning,4/30/2022
2022,Data Engineer,MI,FT,6.25E+06,GB,GB,M,100,74979.3,Data Engineering,9/26/2022
2022,Data Scientist,SE,FT,1.71E+07,US,US,L,0,205575.756,Data Science,10/8/2022
2022,Data Engineer,MI,FT,6.12E+06,GR,GR,M,100,73464.924,Data Engineering,2/21/2022
2022,Data Engineer,SE,FT,1.66E+07,US,US,L,100,199655.784,Data Engineering,6/30/2022
2022,Data Engineer,SE,FT,1.23E+07,US,US,L,100,147617.34,Data Engineering,10/10/2022
2022,Data Engineer,SE,FT,1.43E+07,US,US,M,100,171870.12,Data Engineering,3/20/2022
2022,ML Engineer,EN,FT,1.75E+06,PT,PT,L,100,20990.112,Machine Learning,10/18/2022
2022,Machine Learning Developer,MI,FT,6.27E+06,CA,CA,M,100,75232.32,Machine Learning,8/24/2022
2022,Director of Data Science,EX,FT,1.57E+07,CA,CA,L,50,188082.252,Managerial,9/24/2022
2022,Machine Learning Engineer,MI,FT,9.55E+06,US,US,S,100,114580.08,Machine Learning,2/22/2022
2022,Computer Vision Engineer,EN,FT,9.95E+06,US,US,M,0,119354.256,Other,8/21/2022
2022,NLP Engineer,MI,FT,2.96E+06,US,US,L,50,35554.2,Data Science,8/23/2022
2022,Lead Machine Learning Engineer,SE,FT,7.00E+06,DE,DE,M,0,83960.46,Machine Learning,5/21/2022
2022,Business Data Analyst,MI,FT,1.47E+06,IN,IN,M,100,17609.052,Data Analytics,3/1/2022
2022,Data Scientist,MI,FT,2.52E+06,IN,IN,L,100,30187.08,Data Science,8/2/2022
2022,Financial Data Analyst,EN,FT,7.96E+06,US,US,L,50,95483.4,Data Analytics,8/1/2022
2022,Data Scientist,EN,FT,1.47E+06,IN,IN,M,100,17609.052,Data Science,8/23/2022
2022,Principal Data Scientist,SE,FT,1.29E+07,DE,DE,M,100,155326.668,Data Science,5/2/2022
2022,Research Scientist,SE,FT,1.15E+07,US,US,L,50,137496.096,Other,9/8/2022
2022,Data Scientist,SE,FT,8.35E+06,US,US,M,100,100152.54,Data Science,8/2/2022
2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science,7/1/2022
2022,Data Analyst,MI,FT,3.98E+06,US,US,M,100,47741.7,Data Analytics,6/7/2022
2022,Data Scientist,SE,FT,1.75E+07,US,US,M,100,210063.48,Data Science,2/16/2022
2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science,10/18/2022
2022,Data Scientist,MI,FT,1.46E+07,GB,GB,M,0,174952.32,Data Science,10/1/2022
2022,Data Scientist,SE,FT,1.47E+07,US,US,M,100,176739.768,Data Science,1/19/2022
2022,Machine Learning Engineer,SE,FT,1.75E+07,US,US,M,100,210063.48,Machine Learning,10/16/2022
2022,Data Scientist,MI,FT,1.59E+07,US,US,M,100,190966.8,Data Science,8/16/2022
2022,Data Scientist,MI,FT,9.55E+06,US,US,M,100,114580.08,Data Science,7/28/2022
2022,Machine Learning Engineer,SE,FT,5.17E+06,AE,AE,S,100,62064.216,Machine Learning,11/3/2022
2022,Data Engineer,EX,FT,2.58E+07,US,US,M,100,309366.216,Data Engineering,8/9/2022
2022,Machine Learning Engineer,SE,FT,9.55E+06,US,US,M,100,114580.08,Machine Learning,2/16/2022
2022,Data Scientist,EN,PT,7.96E+06,DZ,DZ,M,50,95483.4,Data Science,9/1/2022
2022,Data Scientist,MI,FL,7.96E+06,CA,US,M,100,95483.4,Data Science,8/4/2022
2022,Applied Machine Learning Scientist,EN,CT,2.54E+06,TN,CZ,M,100,30435.336,Machine Learning,11/14/2022
2022,Principal Data Analyst,MI,FT,5.97E+06,CA,CA,S,100,71612.556,Data Analytics,7/26/2022
2022,Data Scientist,MI,FT,2.83E+06,PL,PL,L,100,33982.548,Data Science,7/21/2022
2022,Machine Learning Developer,SE,FT,6.27E+06,CA,CA,M,100,75232.32,Machine Learning,2/14/2022
2022,Data Engineer,EN,FT,4.62E+06,PK,DE,M,100,55413.792,Data Engineering,5/21/2022
2022,Data Scientist,SE,FT,1.31E+07,US,US,M,100,157547.616,Data Science,3/28/2022
2022,Research Scientist,SE,FT,7.43E+06,FR,FR,L,50,89207.28,Other,5/23/2022
2022,Data Scientist,EN,FT,4.17E+06,CA,CA,L,100,50029.488,Data Science,8/23/2022
2022,Head of Data,MI,FT,2.62E+06,EE,EE,S,100,31484.7,Managerial,9/27/2022
2022,Data Scientist,EN,FT,3.18E+06,JP,MY,L,100,38193.36,Data Science,7/20/2022
2022,Machine Learning Engineer,MI,FT,6.96E+06,AU,AU,L,100,83476.368,Machine Learning,4/25/2022
2022,Data Scientist,EN,FT,6.90E+06,AU,AU,M,50,82786.968,Data Science,10/8/2022
2022,Research Scientist,MI,FT,5.16E+06,AT,AT,L,0,61920.036,Other,2/9/2022
2022,Research Scientist,EN,FT,9.55E+06,US,US,L,100,114580.08,Other,1/14/2022
2022,Applied Data Scientist,MI,FT,1.25E+07,US,US,L,100,149908.944,Data Science,5/30/2022
2022,Business Data Analyst,MI,FT,5.64E+06,CA,CA,L,50,67709.184,Data Analytics,11/25/2022
2022,Data Engineer,EN,FT,5.17E+06,US,US,S,100,62064.216,Data Engineering,8/19/2022
2022,Data Analytics Engineer,EN,FT,1.59E+06,PK,PK,M,0,19096.68,Data Analytics,8/3/2022
2022,Data Scientist,MI,FT,3.82E+06,RU,US,S,100,45832.032,Data Science,9/6/2022
2022,Data Science Manager,SE,FT,1.21E+07,US,US,M,100,145612.188,Managerial,10/28/2022
2022,Data Scientist,MI,FT,9.74E+06,CH,CH,L,0,116820.12,Data Science,7/30/2022
2022,Applied Data Scientist,SE,FT,3.02E+07,US,US,L,100,362836.92,Data Science,6/27/2022
2022,Computer Vision Engineer,EN,FT,7.96E+05,PT,LU,M,100,9548.34,Other,1/23/2022
2022,Data Analytics Lead,SE,FT,3.22E+07,US,US,L,100,386707.776,Data Analytics,1/6/2022
2022,Data Scientist,MI,FT,1.07E+07,US,US,L,100,128902.596,Data Science,6/9/2022
2022,Data Scientist,MI,FT,6.21E+06,US,US,M,100,74477.052,Data Science,1/15/2022
2022,Data Analyst,SE,FT,1.07E+07,US,US,M,100,128902.596,Data Analytics,8/2/2022
2022,Data Analyst,SE,FT,7.19E+06,US,US,M,100,86240.604,Data Analytics,1/20/2022
2022,Data Analyst,MI,FT,5.97E+06,CA,CA,M,0,71612.556,Data Analytics,11/2/2022
2022,Machine Learning Engineer,SE,FT,1.53E+07,US,US,M,100,183901.032,Machine Learning,11/14/2022
2022,Data Architect,SE,FT,2.12E+07,US,US,M,100,254367.78,Data Engineering,5/15/2022
2022,Data Architect,SE,FT,1.70E+07,US,US,M,100,203494.224,Data Engineering,7/18/2022
2022,Data Analyst,SE,FT,8.98E+06,US,US,M,100,107800.764,Data Analytics,10/15/2022
2022,Data Engineer,SE,FT,1.23E+07,US,US,M,100,147999.276,Data Engineering,3/19/2022
2022,Data Scientist,MI,FT,1.12E+07,US,US,M,0,134918.04,Data Science,3/8/2022
2022,Data Scientist,MI,FT,8.12E+06,US,US,M,0,97488.552,Data Science,11/13/2022
2022,Data Analyst,SE,FT,6.50E+06,US,US,M,100,77977.476,Data Analytics,2/1/2022
2022,Data Engineer,MI,FT,1.65E+07,US,US,M,0,197363.232,Data Engineering,3/20/2022
2022,Data Engineer,MI,FT,7.89E+06,US,US,M,0,94624.044,Data Engineering,7/23/2022
2022,Data Engineer,SE,FT,1.03E+07,US,US,M,100,124128.42,Data Engineering,11/12/2022
2022,Data Engineer,SE,FT,9.15E+06,US,US,M,100,109805.916,Data Engineering,11/6/2022
2022,Data Engineer,SE,FT,1.03E+07,US,US,M,100,124128.42,Data Engineering,3/25/2022
2022,Data Analyst,SE,FT,7.88E+06,US,US,M,100,94576.308,Data Analytics,4/16/2022
2022,Data Engineer,SE,FT,1.27E+07,US,US,M,100,152773.44,Data Engineering,10/11/2022
2022,Data Scientist,SE,FT,1.40E+07,US,US,M,100,168050.784,Data Science,4/3/2022
2022,Data Scientist,SE,FT,1.15E+07,US,US,M,100,137496.096,Data Science,6/30/2022
2022,Data Engineer,SE,FT,1.59E+07,US,US,M,100,191062.284,Data Engineering,9/3/2022
2022,Data Engineer,SE,FT,1.15E+07,US,US,M,100,138450.936,Data Engineering,10/23/2022
2022,Data Engineer,SE,FT,5.61E+06,US,US,M,0,67315.8,Data Engineering,6/17/2022
2022,Data Scientist,SE,FT,1.12E+07,US,US,M,0,134058.696,Data Science,9/7/2022
2022,Analytics Engineer,SE,FT,1.47E+07,US,US,M,0,176357.844,Data Analytics,8/23/2022
2022,Data Engineer,SE,FT,1.39E+07,US,US,M,100,167191.428,Data Engineering,8/3/2022
2022,Data Engineer,SE,FT,1.12E+07,US,US,M,100,133915.464,Data Engineering,9/21/2022
2022,Data Engineer,SE,FT,4.30E+06,US,US,M,0,51561.036,Data Engineering,9/12/2022
2022,Data Analyst,SE,FT,1.35E+07,US,US,M,100,162321.78,Data Analytics,5/21/2022
2022,Data Analyst,SE,FT,6.37E+06,US,US,M,100,76386.72,Data Analytics,6/10/2022
2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science,1/15/2022
2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science,5/10/2022
2022,Data Analyst,SE,FT,5.49E+06,US,US,M,100,65883.552,Data Analytics,1/5/2022
2022,Data Scientist,SE,FT,1.67E+07,US,US,M,100,200515.14,Data Science,3/11/2022
2022,Data Analyst,SE,FT,1.19E+07,US,US,M,100,143296.716,Data Analytics,5/18/2022
2022,Data Engineer,SE,FT,7.96E+06,US,US,M,100,95483.4,Data Engineering,8/3/2022
2022,Data Engineer,SE,FT,1.99E+06,US,US,M,100,23870.856,Data Engineering,7/16/2022
2022,Data Analyst,SE,FT,8.46E+06,US,US,M,100,101460.66,Data Analytics,5/14/2022
2022,Data Engineer,SE,FT,1.75E+07,US,US,M,100,210168.516,Data Engineering,11/4/2022
2022,Data Engineer,SE,FT,1.27E+07,US,US,M,100,152849.832,Data Engineering,8/14/2022
2022,Data Analyst,SE,FT,8.36E+06,US,US,M,100,100257.576,Data Analytics,2/11/2022
2022,Data Analyst,MI,FT,3.65E+06,GB,GB,M,0,43738.08,Data Analytics,8/19/2022
2022,Data Scientist,SE,FT,1.11E+07,US,US,M,100,133676.76,Data Science,8/15/2022
2022,Data Architect,SE,FT,1.15E+07,US,US,M,100,138311.52,Data Engineering,3/28/2022
2022,Data Scientist,SE,FT,1.83E+07,US,US,M,100,219611.82,Data Science,10/16/2022
2022,Data Scientist,SE,FT,1.19E+07,US,US,M,100,143225.1,Data Science,1/2/2022
2022,Data Analytics Manager,SE,FT,8.70E+06,US,US,M,100,104344.26,Data Analytics,2/3/2022
2022,Data Scientist,SE,FT,1.67E+07,US,US,M,100,200515.14,Data Science,9/21/2022
2022,Data Analyst,SE,FT,1.35E+07,US,US,M,100,162321.78,Data Analytics,10/13/2022
2022,Data Scientist,MI,FT,1.03E+07,US,US,M,100,124128.42,Data Science,2/26/2022
2022,Data Analyst,EN,FT,4.14E+06,CA,CA,M,0,49651.368,Data Analytics,5/10/2022
2022,Data Engineer,SE,FT,1.23E+07,US,US,M,100,147044.436,Data Engineering,10/27/2022
2022,Data Engineer,SE,FT,1.00E+07,US,US,M,100,120309.084,Data Engineering,8/25/2022
2022,Data Analyst,SE,FT,1.03E+07,US,US,M,0,123173.592,Data Analytics,8/11/2022
2022,Data Analyst,SE,FT,1.19E+07,US,US,M,100,143225.1,Data Analytics,6/15/2022
2022,AI Scientist,MI,FT,1.59E+07,IN,US,L,100,190966.8,Machine Learning,6/10/2022
