id,title,popularity,release_date
2786,Pierrot le Fou,7.79E+00,8/29/1965
11442,Halloween: Resurrection,1.11E+01,7/1/2002
241239,A Most Violent Year,3.76E+01,12/30/2014
32579,Under the Same Moon,2.76E+00,3/20/2008
861,Total Recall,4.31E+01,6/1/1990
256961,Paul Blart: Mall Cop 2,4.13E+01,4/16/2015
62255,Tracker,2.07E+00,5/20/2010
389425,Code of Honor,2.10E+00,5/6/2016
231617,"Signed, Sealed, Delivered",1.44E+00,10/13/2013
14325,The Express,3.88E+00,10/10/2008
5393,Happily N'Ever After,1.04E+01,9/14/2006
17795,My Fellow Americans,2.81E+00,12/20/1996
5550,RoboCop 3,1.47E+01,4/17/1993
15983,Invasion U.S.A.,4.19E+00,9/27/1985
1975,The Grudge 2,1.39E+01,10/13/2006
153518,The Angry Birds Movie,4.57E+01,5/11/2016
7288,Duplex,1.56E+01,9/26/2003
8942,Wendy and Lucy,7.14E-01,5/22/2008
591,The Da Vinci Code,4.53E+01,5/17/2006
10398,Double Jeopardy,1.94E+01,9/24/1999
10673,Wall Street,2.49E+01,12/10/1987
7874,Black Snake Moan,1.14E+01,12/8/2006
69668,Dream House,1.93E+01,9/30/2011
185008,Yeh Jawaani Hai Deewani,3.35E+00,5/31/2013
21525,Tupac: Resurrection,1.32E+00,1/23/2003
14655,Soul Men,5.48E+00,11/7/2008
76758,The Flowers of War,1.25E+01,12/15/2011
7299,Equilibrium,4.46E+01,12/6/2002
125537,Smiling Fish & Goat On Fire,7.34E-03,9/16/1999
4995,Boogie Nights,1.99E+01,9/11/1997
30082,Forty Shades of Blue,7.14E-02,12/7/2005
20542,Delgo,4.24E+00,12/12/2008
50357,Apollo 18,1.70E+01,7/20/2011
50848,The Names of Love,6.37E+00,11/24/2010
55420,Another Earth,2.54E+01,7/22/2011
18292,George Washington,2.06E+00,10/1/2000
78,Blade Runner,9.41E+01,6/25/1982
8665,K-19: The Widowmaker,1.56E+01,7/19/2002
2787,Pitch Black,1.85E+01,2/18/2000
3033,Gods and Monsters,5.59E+00,1/21/1998
74084,Dil Jo Bhi Kahey...,1.23E-01,12/7/2006
860,WarGames,2.32E+01,6/3/1983
198663,The Maze Runner,1.32E+02,9/10/2014
24055,The Puffy Chair,1.24E+00,1/17/2005
8065,21,4.52E+01,3/27/2008
9543,Prince of Persia: The Sands of Time,6.22E+01,5/19/2010
206412,Lisa Picard Is Famous,6.90E-01,5/14/2000
70,Million Dollar Baby,7.05E+01,12/15/2004
10040,Miss Congeniality 2: Armed and Fabulous,2.00E+01,3/11/2005
73567,Killer Joe,1.64E+01,9/10/2011
1735,The Mummy: Tomb of the Dragon Emperor,6.00E+01,7/1/2008
19495,Nomad: The Warrior,8.21E+00,7/17/2005
25678,American Ninja 2: The Confrontation,5.06E+00,5/1/1987
18,The Fifth Element,1.10E+02,5/7/1997
117263,Olympus Has Fallen,5.94E+01,3/20/2013
14578,Outside Providence,2.63E+00,8/16/1999
5902,A Bridge Too Far,2.03E+01,6/15/1977
17994,Witchboard,7.15E+00,12/31/1986
11,Star Wars,1.26E+02,5/25/1977
270487,"Hail, Caesar!",3.90E+01,2/5/2016
13600,City of Ember,2.35E+01,10/7/2008
8998,Friends with Money,1.19E+01,9/7/2006
157847,Joe,2.30E+01,4/11/2014
2669,The Bounty,7.44E+00,5/4/1984
309809,The Little Prince,3.54E+01,7/29/2015
14324,Virgin Territory,6.76E+00,12/17/2007
23398,Alvin and the Chipmunks: The Squeakquel,2.94E+01,12/21/2009
27686,State Fair,1.85E+00,8/29/1945
854,The Mask,8.53E+01,7/29/1994
82700,After Earth,4.28E+01,5/30/2013
27723,Psycho Beach Party,2.86E+00,8/6/2000
11545,Rushmore,1.83E+01,9/17/1998
325123,Teeth and Blood,5.53E-02,3/10/2015
9336,Police Academy,1.50E+01,3/22/1984
271185,Ask Me Anything,8.98E+00,4/19/2014
15208,Bathory: Countess of Blood,2.50E+00,7/4/2008
13596,My Best Friend's Girl,1.72E+01,9/19/2008
46829,Barney's Version,4.95E+00,10/26/2010
12088,Fortress,8.71E+00,9/30/1992
1585,It's a Wonderful Life,4.29E+01,12/20/1946
6217,Cat People,5.70E+00,4/2/1982
205775,In the Heart of the Sea,5.08E+01,11/20/2015
4174,Spellbound,1.12E+01,12/28/1945
9741,Unbreakable,4.20E+01,11/13/2000
8329,[REC],3.17E+01,4/10/2007
1956,Gerry,5.04E+00,1/12/2002
296099,Vacation,4.78E+01,7/28/2015
8328,Step Up 2: The Streets,2.90E+01,2/14/2008
62206,30 Minutes or Less,2.50E+01,8/11/2011
14854,Lone Wolf McQuade,8.45E+00,4/14/1983
9603,Clueless,1.61E+01,7/19/1995
55561,Clockwatchers,1.20E+00,1/1/1997
15976,The Bubble,1.49E+00,6/6/2006
1555,The Spanish Apartment,1.30E+01,5/17/2002
1979,Fantastic 4: Rise of the Silver Surfer,6.08E+01,6/13/2007
91076,Illuminata,1.11E-01,5/21/1998
7459,Speed Racer,1.71E+01,5/9/2008
21641,The Damned United,1.34E+01,3/27/2009
23963,Pontypool,4.68E+00,3/6/2009
127560,The Railway Man,1.39E+01,12/26/2013
153158,Underdogs,1.49E+01,7/18/2013
14358,Mad Hot Ballroom,7.73E-01,5/13/2005
1430,Bowling for Columbine,1.14E+01,10/9/2002
11065,O,4.15E+00,8/31/2001
14544,Roll Bounce,2.60E+00,9/23/2005
25520,The House of Mirth,3.01E+00,9/23/2000
25793,Precious,1.87E+01,11/6/2009
14757,Osama,1.45E+00,5/20/2003
46415,Neal 'n' Nikki,2.85E-01,12/9/2005
78814,We Have Your Husband,1.02E-01,11/12/2011
11156,Coco Before Chanel,8.43E+00,4/22/2009
11351,Jeepers Creepers 2,1.91E+01,8/8/2003
49081,The Rocket: The Legend of Rocket Richard,9.84E-01,10/25/2005
1550,Pieces of April,4.27E+00,1/19/2003
46146,Troll Hunter,1.30E+01,10/29/2010
9303,Bound,1.54E+01,9/13/1996
10765,Private Benjamin,1.22E+01,10/6/1980
45881,The Bridge of San Luis Rey,5.16E-01,1/1/2004
9659,Mad Max,3.31E+01,4/12/1979
22803,Law Abiding Citizen,4.96E+01,10/15/2009
13827,"Surfer, Dude",2.41E+00,9/5/2008
91314,Transformers: Age of Extinction,1.17E+02,6/25/2014
347126,God's Not Dead 2,6.97E+00,4/1/2016
23685,Monkeybone,8.10E+00,2/23/2001
8675,Orgazmo,5.07E+00,9/6/1997
9641,Cheaper by the Dozen 2,1.88E+01,12/21/2005
12657,Soul Plane,9.40E+00,5/28/2004
5971,We're No Angels,9.93E+00,12/15/1989
40688,Meet the Deedles,2.35E+00,3/27/1998
38778,Dinner for Schmucks,1.10E+01,7/30/2010
10865,Atlantis: The Lost Empire,5.16E+01,6/2/2001
10071,The Brothers Solomon,8.31E+00,9/7/2007
72431,Red Tails,1.23E+01,1/19/2012
588,Silent Hill,3.29E+01,4/21/2006
16858,All That Jazz,5.16E+00,12/20/1979
15049,Bon Cop Bad Cop,5.07E+00,7/6/2006
227306,Unbroken,4.31E+01,12/25/2014
394047,The Dog Lover,1.19E+00,7/8/2016
13090,Sunshine Cleaning,1.93E+01,1/18/2008
11823,Wimbledon,1.67E+01,9/13/2004
88005,Seeking a Friend for the End of the World,3.09E+01,6/22/2012
172533,Drinking Buddies,1.74E+01,8/23/2013
164457,Out of the Furnace,2.92E+01,12/6/2013
129,Spirited Away,1.19E+02,7/20/2001
9703,The Last Legion,1.23E+01,4/19/2007
46420,The Loved Ones,4.99E+00,9/13/2009
96399,For Greater Glory - The True Story of Cristiada,5.76E+00,6/1/2012
10656,Subway,5.26E+00,4/10/1985
217708,Of Horses and Men,1.62E+00,8/30/2013
16642,Days of Heaven,1.39E+01,9/13/1978
109491,Beautiful Creatures,4.07E+01,2/13/2013
157544,The Vatican Tapes,1.05E+01,7/24/2015
21512,The Blood of Heroes,6.42E+00,10/19/1989
376004,Adulterers,1.47E+00,1/5/2016
19844,Kiss the Bride,1.65E+00,1/1/2007
3028,Jekyll and Hyde ... Together Again,8.05E-01,11/10/1982
16441,The Beastmaster,6.38E+00,8/20/1982
49950,The Roommate,1.18E+01,2/4/2011
3078,It Happened One Night,1.19E+01,2/22/1934
25212,Deterrence,2.17E+00,3/10/2000
366967,Dutch Kills,3.81E-02,10/2/2015
1268,Mr. Bean's Holiday,2.77E+01,3/22/2007
489,Good Will Hunting,4.37E+01,12/5/1997
49953,A Turtle's Tale: Sammy's Adventures,1.58E+01,8/3/2010
126141,The Case of the Grinning Cat,9.26E-02,12/5/2004
9792,The Hills Have Eyes,3.51E+01,3/10/2006
327833,Skin Trade,6.68E+00,11/7/2014
603,The Matrix,1.04E+02,3/30/1999
8988,Stop-Loss,4.00E+00,3/28/2008
13888,Return to the Blue Lagoon,9.71E+00,8/2/1991
29461,Soul Food,4.11E+00,9/26/1997
296098,Bridge of Spies,4.85E+01,10/15/2015
13053,Bolt,4.19E+01,11/21/2008
4258,Scary Movie 5,3.68E+01,4/11/2013
11661,Joyeux Noël,1.40E+01,11/9/2005
84204,Grabbers,9.45E+00,8/10/2012
158150,How to Fall in Love,1.92E+00,7/21/2012
55301,Alvin and the Chipmunks: Chipwrecked,2.35E+01,12/14/2011
11137,The Prince & Me,1.79E+01,3/28/2004
13160,Over Her Dead Body,1.21E+01,2/1/2008
1378,Shortbus,1.49E+01,5/20/2006
9312,Mortal Kombat,1.65E+01,8/18/1995
39538,Contagion,3.88E+01,9/8/2011
37710,The Tourist,4.14E+01,12/8/2010
47452,Love and Death on Long Island,9.34E-01,1/1/1997
19344,Loving Annabelle,7.15E+00,3/8/2006
8488,Hitch,3.46E+01,2/10/2005
8197,Midnight in the Garden of Good and Evil,5.53E+00,11/21/1997
14012,Flicka,3.04E+00,10/20/2006
14557,Dead Man on Campus,7.71E+00,8/21/1998
97614,Deadfall,1.02E+01,11/8/2012
268917,The Past Is a Grotesque Animal,3.95E-01,6/15/2014
10014,A Nightmare on Elm Street Part 2: Freddy's Rev...,2.16E+01,10/31/1985
13027,Eagle Eye,4.69E+01,9/25/2008
9208,Broken Arrow,2.28E+01,2/9/1996
403,Driving Miss Daisy,1.96E+01,12/13/1989
331493,Light from the Darkroom,1.29E-02,1/1/2014
10437,The Muppet Christmas Carol,1.51E+01,12/10/1992
23988,Stan Helsing,7.41E+00,10/27/2009
34069,Cargo,1.01E+01,9/24/2009
18713,The Jerky Boys,1.74E+00,2/3/1995
1245,The Remains of the Day,1.54E+01,11/5/1993
9053,DOA: Dead or Alive,1.28E+01,9/7/2006
40963,Little Big Top,9.21E-02,1/1/2006
47534,Fighting Tommy Riley,4.54E-02,5/6/2005
2009,"4 Months, 3 Weeks and 2 Days",9.27E+00,8/24/2007
10658,Howard the Duck,1.14E+01,8/1/1986
19840,"I Love You, Beth Cooper",1.42E+01,7/10/2009
70435,Haywire,2.63E+01,11/6/2011
873,The Color Purple,1.76E+01,12/18/1985
150202,The Haunting in Connecticut 2: Ghosts of Georgia,1.17E+01,2/1/2013
26371,Maurice,1.16E+01,9/18/1987
78705,Live-In Maid,3.87E-02,9/21/2004
12797,Ghost Town,1.80E+01,9/19/2008
14577,Dirty Work,9.07E+00,6/12/1998
10397,Angela's Ashes,4.89E+00,12/25/1999
37532,Slam,2.92E-01,10/7/1998
340816,Christmas Eve,1.99E+00,12/4/2015
17379,Last Holiday,6.16E+00,1/13/2006
8836,The X Files: I Want to Believe,2.55E+01,7/24/2008
274167,Daddy's Home,3.86E+01,12/25/2015
30596,Bodyguards and Assassins,7.88E+00,12/18/2009
259694,How to Be Single,4.61E+01,1/21/2016
58626,The Hit List,4.96E+00,4/2/2011
124459,The Incredible Burt Wonderstone,2.69E+01,3/14/2013
277519,Z Storm,5.43E-01,6/19/2014
25195,Leap Year,2.20E+01,1/8/2010
535,Flashdance,1.84E+01,4/14/1983
281957,The Revenant,1.01E+02,12/25/2015
239573,Unfinished Business,1.68E+01,3/5/2015
293670,The Wailing,9.05E+00,5/12/2016
1051,The French Connection,1.60E+01,10/9/1971
11260,Meet Dave,1.87E+01,7/8/2008
147441,Exodus: Gods and Kings,1.02E+02,12/3/2014
15037,Can't Hardly Wait,1.14E+01,6/12/1998
790,The Fog,1.45E+01,2/8/1980
63574,Joyful Noise,5.75E+00,1/13/2012
13811,Knowing,3.27E+01,3/19/2009
51820,The Salon,2.03E+00,1/13/2005
17995,DysFunktional Family,1.58E+00,4/4/2003
2639,Deconstructing Harry,1.14E+01,8/26/1997
19153,The Real Cancun,4.57E-01,4/23/2003
24575,Raise the Titanic,1.63E+00,1/1/1980
184,Jackie Brown,4.06E+01,12/24/1997
345911,Lights Out,4.82E+01,7/21/2016
10914,All Hat,1.38E-01,9/11/2007
251321,Aloft,6.50E+00,2/12/2014
10027,Unleashed,2.60E+01,2/2/2005
10676,Halloween III: Season of the Witch,1.20E+01,10/22/1982
5708,Control,1.14E+01,9/26/2007
13537,Shattered Glass,6.27E+00,11/14/2003
8416,The Conformist,8.43E+00,10/21/1970
49017,Dracula Untold,6.45E+01,10/1/2014
171424,The Green Inferno,1.79E+01,9/4/2014
82654,Warm Bodies,4.37E+01,1/31/2013
39055,Free Style,1.23E-01,12/24/2008
18785,The Hangover,8.22E+01,6/5/2009
8321,In Bruges,2.53E+01,2/8/2008
844,2046,1.27E+01,5/20/2004
193610,The Other Woman,3.45E+01,4/16/2014
9912,The World's Fastest Indian,8.45E+00,10/12/2005
56930,Tycoon,4.24E-02,12/27/1947
11324,Shutter Island,8.19E+01,2/18/2010
199933,Atlas Shrugged Part III: Who is John Galt?,1.73E+00,9/12/2014
116149,Paddington,3.99E+01,11/27/2014
7873,Harsh Times,1.30E+01,9/11/2005
9594,Double Impact,1.05E+01,8/10/1991
9280,Femme Fatale,9.07E+00,11/6/2002
39939,Super Troopers,1.63E+01,1/18/2001
10760,Sydney White,1.08E+01,9/21/2007
192577,Space Pirate Captain Harlock,1.47E+01,9/7/2013
14849,Dead Like Me: Life After Death,7.87E+00,2/17/2009
38223,Harriet the Spy,4.63E+00,7/10/1996
127918,The Gatekeepers,2.83E+00,7/9/2012
6687,Transsiberian,1.14E+01,1/18/2008
23483,Kick-Ass,4.51E+01,3/22/2010
205321,Sharknado,2.05E+01,7/11/2013
325133,Neighbors 2: Sorority Rising,5.02E+01,5/4/2016
62214,Frankenweenie,2.79E+01,10/4/2012
10445,Shadowlands,5.61E+00,12/25/1993
31668,All The Queen's Men,1.83E+00,10/14/2001
819,Sleepers,1.63E+01,10/18/1996
52520,Underworld: Awakening,5.84E+01,1/19/2012
9725,Friday the 13th Part 2,1.65E+01,5/1/1981
10776,Little Shop of Horrors,1.21E+01,12/19/1986
82532,"Jeff, Who Lives at Home",1.04E+01,9/13/2011
58428,The Innkeepers,1.44E+01,12/1/2011
34341,Men with Brooms,1.37E+00,9/20/2002
35690,The Last Song,2.31E+01,3/31/2010
11412,The Long Kiss Goodnight,1.59E+01,10/11/1996
9357,One Hour Photo,2.06E+01,8/21/2002
296096,Me Before You,5.32E+01,6/2/2016
45132,Super,1.22E+01,9/9/2010
80468,Some Guy Who Kills People,2.73E+00,4/14/2011
1494,Curse of the Golden Flower,9.95E+00,12/21/2006
8870,Red Planet,1.38E+01,11/10/2000
45145,Johnny Suede,1.36E+00,8/18/1991
40932,Can't Stop the Music,6.57E+00,6/20/1980
11323,The Informant!,1.78E+01,9/18/2009
10431,War,1.89E+01,8/24/2007
153,Lost in Translation,4.57E+01,8/31/2003
21494,Moliere,4.61E+00,1/31/2007
81188,Rise of the Guardians,6.18E+01,11/21/2012
1090,The Thirteenth Floor,1.99E+01,4/16/1999
71679,Resident Evil: Retribution,6.23E+00,9/12/2012
361398,Theresa Is a Mother,3.65E-02,9/25/2015
1683,The Reaping,1.35E+01,4/5/2007
50544,Friends with Benefits,4.05E+01,7/21/2011
10214,Son of the Mask,1.78E+01,2/18/2005
1770,Michael Collins,8.32E+00,10/25/1996
2026,Hostage,2.37E+01,3/9/2005
207769,Banshee Chapter,7.31E+00,8/26/2013
45612,Source Code,5.92E+01,3/30/2011
11770,Shaolin Soccer,1.76E+01,7/12/2001
308467,Roadside,1.60E-01,3/1/2013
205596,The Imitation Game,1.45E+02,11/14/2014
14177,Beauty Shop,5.63E+00,6/2/2005
1255,The Host,2.77E+01,7/27/2006
8961,Bad Boys II,3.81E+01,7/18/2003
2142,Cop Land,1.93E+01,8/15/1997
16620,La Bamba,6.85E+00,7/24/1987
1265,Bridge to Terabithia,4.07E+01,2/16/2007
9647,Scrooged,2.16E+01,11/22/1988
23082,The Invention of Lying,1.67E+01,9/13/2009
10684,Courage Under Fire,1.30E+01,7/4/1996
287625,Stories of Our Lives,3.28E-01,9/5/2014
333371,10 Cloverfield Lane,5.37E+01,3/10/2016
8592,Dick Tracy,7.86E+00,6/15/1990
1685,Beneath the Planet of the Apes,2.44E+01,5/1/1970
1779,Roger & Me,3.29E+00,9/1/1989
9824,Mystery Men,1.30E+01,8/6/1999
16358,Eulogy,9.09E+00,10/15/2004
8326,Holes,2.20E+01,4/18/2003
256962,Little Boy,1.22E+01,4/23/2015
2043,Along Came a Spider,2.13E+01,4/6/2001
27759,55 Days at Peking,3.32E+00,5/6/1963
1880,Red Dawn,1.17E+01,8/10/1984
61012,Silent Hill: Revelation 3D,2.33E+01,10/10/2012
168705,BloodRayne,7.01E+00,10/22/2005
12703,The Brown Bunny,3.41E+00,8/27/2004
109445,Frozen,1.65E+02,11/27/2013
89861,Stiff Upper Lips,3.57E-01,6/12/1998
22825,The Box,2.16E+01,9/17/2009
109418,Grown Ups 2,4.56E+01,7/11/2013
11056,Darkness,6.34E+00,10/2/2002
297100,The Little Ponderosa Zoo,7.31E-02,9/11/2014
168259,Furious 7,1.02E+02,4/1/2015
230266,Miss Julie,5.03E+00,9/7/2014
1443,The Virgin Suicides,2.62E+01,4/21/1999
13495,Alatriste,6.01E+00,9/1/2006
52015,Stake Land,1.25E+01,9/30/2010
26379,Paa,2.13E+00,12/4/2009
770,Gone with the Wind,4.90E+01,12/15/1939
60463,Sunday School Musical,4.61E-01,10/21/2008
40505,I Got the Hook Up,5.93E-01,5/27/1998
44634,Woman Thou Art Loosed,2.00E-02,9/30/2004
62835,Colombiana,3.38E+01,7/27/2011
251,Ghost,4.20E+01,7/12/1990
71157,Polisse,1.40E+01,10/6/2011
33157,Waterloo,1.90E+00,10/26/1970
10368,Tea with Mussolini,2.24E+00,3/25/1999
72331,Abraham Lincoln: Vampire Hunter,3.86E+01,6/20/2012
8202,Æon Flux,3.00E+01,11/30/2005
9671,Crocodile Dundee,1.61E+01,9/26/1986
273248,The Hateful Eight,6.87E+01,12/25/2015
301365,The Neon Demon,3.82E+01,6/8/2016
44944,For Colored Girls,1.94E+00,11/5/2010
8869,Eight Legged Freaks,1.78E+01,7/17/2002
10140,The Chronicles of Narnia: The Voyage of the Da...,4.97E+01,8/13/2010
88042,Parental Guidance,1.46E+01,12/25/2012
7451,xXx,4.62E+01,8/9/2002
256591,Focus,5.96E+01,2/25/2015
185567,Zulu,1.45E+01,12/4/2013
43653,The Living Wake,3.83E-01,1/1/2007
71880,Jack and Jill,2.21E+01,11/11/2011
10416,What Planet Are You From?,2.28E+00,3/3/2000
127585,X-Men: Days of Future Past,1.18E+02,5/15/2014
22488,Love's Abiding Joy,1.13E+00,10/6/2006
1535,Spy Game,2.72E+01,11/18/2001
62838,New Year's Eve,2.12E+01,12/8/2011
59440,Warrior,5.19E+01,9/9/2011
7461,Vantage Point,2.49E+01,2/1/2008
84200,"For a Good Time, Call...",1.42E+01,8/31/2012
15708,Latter Days,5.43E+00,7/10/2003
2454,The Chronicles of Narnia: Prince Caspian,5.40E+01,5/15/2008
172385,Rio 2,4.24E+01,3/19/2014
102651,Maleficent,1.11E+02,5/28/2014
283384,The Calling,5.76E+00,8/5/2014
1955,The Elephant Man,3.03E+01,10/2/1980
423,The Pianist,5.06E+01,9/24/2002
1593,Night at the Museum,4.88E+01,10/20/2006
17644,Barney's Great Adventure,7.23E-01,1/1/1998
10734,Escape from Alcatraz,2.64E+01,6/22/1979
794,The Omen,2.59E+01,6/6/1976
6415,Three Kings,3.50E+01,9/27/1999
9472,DodgeBall: A True Underdog Story,4.12E+01,6/18/2004
169917,A Walk Among the Tombstones,6.13E+01,9/18/2014
2989,Roar,1.16E+00,11/12/1981
708,The Living Daylights,2.33E+01,6/29/1987
8409,A Man Apart,1.99E+01,4/4/2003
11543,Kingpin,1.73E+01,7/4/1996
61984,Space Battleship Yamato,5.16E+00,12/1/2010
206213,Zombie Hunter,3.42E+00,7/25/2013
104896,A Dog Of Flanders,8.39E-01,8/27/1999
296943,The Hadza:  Last of the First,4.57E-02,10/31/2014
10564,Where the Heart Is,6.86E+00,4/27/2000
49526,Premium Rush,1.77E+01,8/24/2012
8367,Robin Hood: Prince of Thieves,2.88E+01,6/14/1991
21612,The Funeral,2.95E+00,1/26/1996
249164,If I Stay,3.12E+01,8/21/2014
112949,Safe Haven,3.77E+01,2/7/2013
19585,G-Force,2.67E+01,7/21/2009
311,Once Upon a Time in America,4.93E+01,2/16/1984
29917,Exam,2.03E+01,6/19/2009
165864,Hansel and Gretel Get Baked,2.50E+00,2/19/2013
6439,Racing Stripes,8.06E+00,1/6/2005
2255,Chasing Amy,2.06E+01,4/4/1997
77883,The Possession,2.17E+01,8/30/2012
11648,Must Love Dogs,1.11E+01,7/21/2005
9675,Sideways,2.34E+01,10/22/2004
11051,The Last Temptation of Christ,1.47E+01,8/12/1988
1645,A Time to Kill,2.52E+01,7/24/1996
657,From Russia with Love,4.13E+01,10/11/1963
14181,Boiler Room,1.12E+01,2/18/2000
49051,The Hobbit: An Unexpected Journey,1.09E+02,11/26/2012
1584,School of Rock,4.31E+01,10/3/2003
98,Gladiator,9.53E+01,5/1/2000
7737,Resident Evil: Extinction,1.21E+01,9/20/2007
6575,Walk Hard: The Dewey Cox Story,1.07E+01,12/21/2007
87818,Movie 43,3.54E+01,1/1/2013
18823,Clash of the Titans,4.77E+01,4/1/2010
240,The Godfather: Part II,1.06E+02,12/20/1974
18975,The Adventures of Pinocchio,6.72E+00,7/26/1996
12085,Mad Money,6.85E+00,1/17/2008
335874,Childless,2.44E-01,4/3/2015
1282,Dogtown and Z-Boys,3.29E+00,1/18/2001
61038,Go for It!,5.01E-01,5/13/2011
8963,Crimson Tide,2.03E+01,5/12/1995
60420,Like Crazy,2.18E+01,10/28/2011
10771,The Tuxedo,2.16E+01,9/27/2002
42033,Def-Con 4,3.20E-01,3/15/1985
2575,The Tailor of Panama,7.05E+00,2/11/2001
24226,The Verdict,7.98E+00,12/8/1982
4547,Panic Room,5.30E+01,3/29/2002
44639,Inside Job,1.69E+01,10/8/2010
9302,Up Close & Personal,4.80E+00,3/1/1996
77950,Turbo,4.48E+01,7/11/2013
73937,The Big Year,9.42E+00,10/13/2011
3472,Dirty Pretty Things,9.18E+00,9/5/2002
20856,Aliens in the Attic,1.37E+01,7/31/2009
60421,Circumstance,2.34E+00,8/26/2011
72105,Ted,6.89E+01,6/29/2012
32657,Percy Jackson & the Olympians: The Lightning T...,6.11E+01,2/1/2010
812,Aladdin,9.30E+01,11/25/1992
11113,My Fair Lady,2.08E+01,10/21/1964
272,Batman Begins,1.15E+02,6/10/2005
13498,Man of the House,6.00E+00,2/25/2005
227975,Futuro Beach,2.61E+00,5/1/2014
14392,The Warlords,6.88E+00,12/12/2007
16110,Thomas and the Magic Railroad,1.92E+00,7/26/2000
55903,Betty Fisher and Other Stories,2.42E-02,9/1/2001
10950,I Am Sam,2.61E+01,12/28/2001
11091,Riding in Cars with Boys,7.23E+00,10/19/2001
41210,The Switch,2.75E+01,5/11/2010
7301,Lonesome Jim,3.43E+00,11/16/2005
335866,Circle,6.75E+00,10/2/2015
40880,Pandaemonium,1.65E-01,6/29/2001
18162,Land of the Lost,1.94E+01,6/5/2009
2486,Eragon,3.09E+01,12/14/2006
13836,Race to Witch Mountain,2.39E+01,3/12/2009
36648,Blade: Trinity,4.97E+01,12/8/2004
10025,Just My Luck,2.21E+01,5/12/2006
43418,Beneath Hill 60,3.95E+00,4/15/2010
271331,United Passions,6.04E+00,6/19/2014
84659,The Naked Ape,7.76E-02,9/16/2006
5176,3:10 to Yuma,4.88E+01,9/6/2007
1551,Flatliners,2.41E+01,8/9/1990
332567,The Shallows,6.08E+01,6/24/2016
10034,High Heels and Low Lifes,1.77E+00,7/16/2001
12400,Redbelt,5.09E+00,4/7/2008
424,Schindler's List,1.05E+02,11/29/1993
227707,The Adventurer: The Curse of the Midas Box,8.84E+00,12/5/2013
12149,Frailty,1.60E+01,11/17/2001
9754,Firewall,1.82E+01,2/10/2006
12621,Hamlet 2,5.29E+00,1/21/2008
9562,Timeline,1.12E+01,11/26/2003
114,Pretty Woman,4.55E+01,3/23/1990
306667,Horse Camp,1.72E-01,1/10/2015
291270,Anomalisa,2.10E+01,12/30/2015
38570,The 41–Year–Old Virgin Who Knocked Up Sarah Ma...,5.63E+00,6/8/2010
175291,Cheap Thrills,1.08E+01,3/8/2013
46529,I Am Number Four,4.35E+01,2/18/2011
335,Once Upon a Time in the West,4.93E+01,12/21/1968
11699,The Bad Lieutenant: Port of Call - New Orleans,1.73E+01,9/11/2009
82990,Paranormal Activity 4,2.03E+01,10/17/2012
49530,In Time,6.02E+01,10/27/2011
11011,Ri¢hie Ri¢h,1.44E+01,12/19/1994
9919,How to Lose a Guy in 10 Days,2.39E+01,2/7/2003
13158,Aqua Teen Hunger Force Colon Movie Film for Th...,1.45E+00,4/13/2007
24977,Michael Jordan to the Max,1.83E+00,5/5/2000
33870,Mao's Last Dancer,1.88E+00,10/1/2009
10999,Commando,3.42E+01,10/3/1985
85446,Step Up Revolution,2.98E+01,7/26/2012
45138,Machine Gun McCain,7.00E-01,4/1/1969
619,The Bodyguard,2.66E+01,11/25/1992
7303,Maid in Manhattan,1.97E+01,12/13/2002
158895,This Is Martin Bonner,7.64E-01,6/28/2013
227156,The Giver,5.38E+01,8/11/2014
255343,Escobar: Paradise Lost,2.51E+01,10/11/2014
9469,He Got Game,1.02E+01,5/1/1998
464,As It Is in Heaven,4.32E+00,9/3/2004
9471,Charlie's Angels: Full Throttle,3.36E+01,6/27/2003
146238,Runner Runner,2.30E+01,9/24/2013
24420,The Time Traveler's Wife,3.75E+01,8/14/2009
32395,The Greatest,6.90E+00,1/17/2009
11499,Frost/Nixon,1.69E+01,10/15/2008
12535,High Anxiety,5.69E+00,12/25/1977
15875,Donovan's Reef,1.90E+00,6/12/1963
1586,Secret Window,3.29E+01,3/12/2004
272878,Max,1.41E+01,6/26/2015
22301,Hell's Angels,8.48E+00,11/15/1930
36670,Never Say Never Again,2.34E+01,10/7/1983
64678,The Art of Getting By,1.27E+01,6/17/2011
73981,Ayurveda: Art of Being,5.59E-02,9/20/2001
98568,Enter Nowhere,3.64E+00,10/22/2011
59108,Tower Heist,3.67E+01,11/2/2011
45272,Country Strong,7.81E+00,12/22/2010
13849,The Cottage,8.40E+00,2/7/2008
19366,Josie and the Pussycats,6.41E+00,4/6/2001
604,The Matrix Reloaded,7.08E+01,5/15/2003
808,Shrek,6.73E+01,5/16/2001
52449,Bad Teacher,2.85E+01,5/16/2011
1620,Hitman,4.27E+01,11/21/2007
261,Cat on a Hot Tin Roof,1.66E+01,2/17/1958
27380,Megaforce,1.11E+00,6/25/1982
9288,Dungeons & Dragons: Wrath of the Dragon God,4.90E+00,1/1/2005
10197,Nine,9.36E+00,12/3/2009
8012,Get Shorty,1.56E+01,10/20/1995
850,A Christmas Story,1.51E+01,11/18/1983
70478,The Stewardesses,1.18E+00,7/25/1969
433715,8 Days,1.53E-02,6/15/2014
18712,Sands of Iwo Jima,3.85E+00,12/14/1949
954,Mission: Impossible,7.53E+01,5/22/1996
